Participant_id,Trial,Experiment_id,Start_time,Valence,Valence_L,Arousal,Arousal_L,Dominance,Liking,Familiarity
11,20,13,20661445,8.42,positive,1.82,negative,6.01,7.69,2
11,21,22,23113275,6.15,positive,1.17,negative,6.01,6.4,1
11,22,32,23993301,5.01,positive,6.83,positive,6.1,7.1,4
11,23,35,25019125,1.23,negative,8.1,positive,4.94,1.05,1
11,24,2,26059603,5.67,positive,3.86,negative,6.03,5.63,5
11,25,20,26996450,6,positive,1.05,negative,5.12,1,1
11,26,18,28000774,7.95,positive,2.96,negative,8.33,7.08,5
11,27,17,28932956,8.32,positive,3.19,negative,6.19,6.19,5
11,28,31,29887797,1.83,negative,3.78,negative,2.33,5.01,1
11,29,25,30879958,5.01,positive,1.72,negative,6.14,2.53,1
11,30,23,31807475,3.72,negative,2.73,negative,6.35,6.95,2
11,31,28,32824295,4.26,negative,1.13,negative,4.94,6.78,2
11,32,26,33693165,5.49,positive,1.01,negative,5.81,6.18,1
11,33,14,34687659,7.96,positive,5.04,positive,7.32,6.03,2
11,34,34,35563860,4.88,negative,4.95,negative,4.94,1.24,1
11,35,40,36475716,4.95,negative,2.9,negative,3.69,4.96,1
11,36,9,37436552,7.04,positive,6.42,positive,8.31,8.32,5
11,37,21,38318254,3.27,negative,2.41,negative,1.58,6.31,2
11,38,5,39238606,7.41,positive,6.4,positive,7.55,6.68,5
11,39,15,40160125,6.92,positive,1.06,negative,5.95,3.04,1
11,40,11,41141457,7.32,positive,2.74,negative,6.86,5.19,1
12,1,5,2369853,4.01,negative,8.21,positive,2.97,2.82,1
12,2,12,3435655,6.86,positive,6.9,positive,4.88,6.04,4
12,3,25,4283033,2.78,negative,5.1,positive,2.68,3.04,2
12,4,40,5147404,6.81,positive,8.72,positive,6.94,7.08,3
12,5,35,5988450,1.22,negative,8.9,positive,2.88,1,2
12,6,11,6819002,7.78,positive,5.09,positive,7.13,7.27,2
12,7,22,7656710,3.33,negative,3.17,negative,3.33,5.19,4
12,8,34,8516087,4.87,negative,8.24,positive,1.97,1,1
12,9,30,9363291,3.36,negative,7.18,positive,7.27,6.22,5
12,10,10,10205848,4.06,negative,6.96,positive,3.91,2.76,1
12,11,3,11029395,7.33,positive,7.33,positive,7.12,7.92,4
12,12,20,11821625,7.35,positive,6.91,positive,7.94,9,5
12,13,4,12642178,6.86,positive,9,positive,6.15,6.22,2
12,14,37,13454734,1,negative,7.96,positive,1.85,1.18,1
12,15,17,14251628,4.86,negative,2.87,negative,5.05,2.94,1
12,16,24,15062851,2.79,negative,4.86,negative,3.05,6.01,3
12,17,18,15895567,7.35,positive,5.13,positive,7.95,7.82,5
12,18,36,16691457,2.82,negative,7.14,positive,3.88,2.94,2
12,19,32,17503518,1.86,negative,6.95,positive,2.01,1.03,2
12,20,23,18279253,1.74,negative,3.15,negative,2.01,2.09,2
12,21,13,19857714,7.99,positive,6.91,positive,8.01,7.95,3
12,22,15,20631284,7.08,positive,5.95,positive,6.19,6.29,1
12,23,2,21396527,6.09,positive,7.14,positive,5.24,6.15,1
12,24,26,22174757,6.08,positive,5.14,positive,5.24,6.36,1
12,25,27,23005806,5.05,positive,5.01,positive,6.22,6.23,3
12,26,28,23848852,5.04,positive,3.03,negative,2.91,5.99,3
12,27,1,24649579,7.09,positive,7.1,positive,7.24,6.82,3
12,28,8,25413651,5.1,positive,6.1,positive,3.28,3.81,1
12,29,6,26211212,6.65,positive,7.08,positive,6.09,6.03,1
12,30,19,26988947,7.03,positive,6.88,positive,6.21,6.94,3
12,31,7,27748188,6.77,positive,7.01,positive,6.64,6.97,3
12,32,39,28547741,3.18,negative,7.17,positive,2.88,3.17,2
12,33,31,29367294,3.18,negative,7.37,positive,3.03,3.18,4
12,34,14,30202017,8.15,positive,5.19,positive,8.27,7.85,2
12,35,29,30962923,1.67,negative,5.21,positive,1.92,6.21,3
12,36,9,31749988,7.95,positive,8.74,positive,8.03,7.79,4
12,37,21,32529222,2.13,negative,4.88,negative,1.96,3.88,4
12,38,16,33314787,5.04,positive,3.05,negative,3.79,5.96,1
12,39,38,34154003,2.85,negative,6.86,positive,3.1,2.23,1
12,40,33,34927404,1.9,negative,7.97,positive,1.9,2.04,1
13,1,39,3132593,1.97,negative,9,positive,1.99,2.01,1
13,2,19,3999131,8.51,positive,5.97,positive,6.01,8.51,5
13,3,12,4864169,5.08,positive,3.08,negative,6.08,6.01,1
13,4,11,5766694,7.04,positive,6.06,positive,4.04,7.05,3
13,5,29,6627567,4.04,negative,7.04,positive,1.99,7.59,5
13,6,15,7505600,4.94,negative,1.55,negative,7.03,1.97,1
13,7,20,8357976,7.6,positive,6.06,positive,4.99,7.03,3
13,8,2,9219015,4.03,negative,7.51,positive,8.09,3.58,4
13,9,27,10068059,5.47,positive,6.08,positive,2,8.53,2
13,10,7,10911105,2.99,negative,8.03,positive,8.08,1,4
13,11,36,11735157,2.54,negative,8.01,positive,9,4.08,1
13,12,6,12555377,4.46,negative,6.97,positive,7.1,5,3
13,13,37,13411578,1,negative,8.97,positive,1,2.08,1
13,14,35,14226806,1,negative,9,positive,1,3.03,1
13,15,22,15023368,4.01,negative,4.96,negative,2.99,6.05,1
13,16,1,15852420,6.15,positive,8.09,positive,5.01,6.08,4
13,17,33,16666807,4.55,negative,7.01,positive,8.04,4.42,1
13,18,17,17494858,5.99,positive,5.03,positive,3.04,6.01,4
13,19,30,18316244,3.05,negative,7.06,positive,1.99,2.92,4
13,20,10,19126634,4.01,negative,9,positive,7.05,6.04,2
13,21,16,23612604,5,negative,1,negative,1,4.1,1
13,22,24,24430824,2.97,negative,4.04,negative,1.91,7.09,5
13,23,26,25244380,5.04,positive,4,negative,7.01,5.99,1
13,24,32,26068932,4.05,negative,9,positive,6.01,5.99,2
13,25,28,26908312,7.08,positive,8.01,positive,4.03,7.1,3
13,26,38,27756190,1,negative,9,positive,1,1,1
13,27,3,28534591,9,positive,7.06,positive,5.09,6.96,5
13,28,34,29331319,2.92,negative,8.99,positive,9,3.04,2
13,29,13,30139210,9,positive,7.06,positive,4.06,9,2
13,30,5,30961929,5.01,positive,7.97,positive,8.01,6.03,5
13,31,9,31747661,7.06,positive,6.99,positive,6.04,7.08,4
13,32,25,32538224,3.97,negative,6.04,positive,5.09,8.01,5
13,33,21,33359944,2,negative,6,positive,1.95,4.04,1
13,34,8,34170334,7.99,positive,7.03,positive,7.03,8.12,5
13,35,14,34963897,7.97,positive,5.04,positive,6.1,7.99,5
13,36,18,35767951,7.94,positive,5.99,positive,3.03,7.06,5
13,37,4,36577679,7.08,positive,7.01,positive,6.05,7.01,4
13,38,23,37367576,1,negative,5.99,positive,1,6.95,2
13,39,31,38193628,1.97,negative,9,positive,1,7.06,1
13,40,40,38973195,4.08,negative,9,positive,7.03,7.08,2
14,1,5,2410839,3.99,negative,7.06,positive,7.99,8.03,4
14,2,10,3308700,1.88,negative,8.03,positive,7.09,4.05,1
14,3,28,4208059,2.53,negative,2.96,negative,2.1,6,1
14,4,30,5174396,1.1,negative,5.94,positive,3.14,7.04,5
14,5,2,6089917,6.05,positive,7.9,positive,5.06,5.01,2
14,6,13,6979613,6.79,positive,3.19,negative,3.88,6.85,1
14,7,14,7865311,8.03,positive,4.36,negative,7.99,7.99,4
14,8,8,8735847,7,positive,6.21,positive,7.18,7.96,4
14,9,15,9699519,7.08,positive,3.37,negative,5.14,7.17,1
14,10,22,10578052,4.1,negative,3.14,negative,3.01,5.01,1
14,11,1,11497572,8.22,positive,7.78,positive,4,7.42,4
14,12,20,12373273,7.33,positive,6.63,positive,3.27,4.65,1
14,13,36,13274135,2.01,negative,6.21,positive,6.13,2.01,2
14,14,9,14240969,7.69,positive,7.44,positive,8.42,8.92,5
14,15,4,15107007,7.38,positive,6.72,positive,6.18,6.94,4
14,16,39,15980042,6.65,positive,7.06,positive,7.78,2.78,1
14,17,32,16930718,1.99,negative,6.95,positive,7.01,3.4,3
14,18,40,17790758,6.68,positive,6.86,positive,6,5.23,1
14,19,24,18646461,2.36,negative,6.19,positive,2.45,5.71,5
14,20,34,19500508,2.5,negative,6.08,positive,2.73,1.09,2
14,21,29,21912351,2.92,negative,5.96,positive,3.24,6.53,1
14,22,3,22799545,7.5,positive,6.68,positive,7.14,7.58,5
14,23,6,23678915,7.19,positive,6.83,positive,6.55,7.67,3
14,24,19,24603267,7.55,positive,5.92,positive,6.06,5.23,4
14,25,38,25463140,2.26,negative,5.77,positive,3.23,3.13,1
14,26,21,26357168,1.03,negative,6.09,positive,1.94,3.78,1
14,27,11,27237368,8.03,positive,4.26,negative,5.73,7.85,1
14,28,12,28097081,7.63,positive,2.6,negative,5.08,7.01,1
14,29,26,28973442,3.28,negative,2.32,negative,4,6.77,1
14,30,33,29867138,3.18,negative,5.83,positive,3.81,2.9,1
14,31,31,30836474,3.26,negative,6.49,positive,6.27,5.82,1
14,32,18,31722338,8.09,positive,3.15,negative,5.08,7.53,5
14,33,17,32626865,6.06,positive,3.32,negative,6.28,6.04,5
14,34,16,33511228,3.96,negative,2.35,negative,3.65,4.51,1
14,35,35,34484729,2.68,negative,6.17,positive,3.68,3.49,1
14,36,37,35312446,3.47,negative,5.96,positive,4.04,2.4,1
14,37,25,36282116,3.87,negative,3.09,negative,3.06,6.36,1
14,38,23,37158483,2.41,negative,5.95,positive,2.69,6.96,2
14,39,27,38082668,5.81,positive,3.09,negative,3.97,6.74,2
14,40,7,38964534,6.85,positive,5.53,positive,6.18,7.62,4
15,1,29,2205410,4.05,negative,6.08,positive,4.01,8,
15,2,28,3158917,4.01,negative,4.97,negative,4.04,7.04,
15,3,1,4028287,8.9,positive,5.86,positive,7.26,8.04,
15,4,40,4909153,4.01,negative,7.12,positive,1.04,2.12,
15,5,38,5842463,2.08,negative,7.03,positive,1.03,1,
15,6,11,6662721,8.99,positive,5.01,positive,7.26,9,
15,7,36,7467280,3.96,negative,5,negative,4.08,2.03,
15,8,7,8347480,5.04,positive,3.06,negative,5.95,5.01,
15,9,30,9183861,2.04,negative,6.99,positive,4.03,6.95,
15,10,26,10048399,4.96,negative,3.04,negative,2.95,6,
15,11,22,10898276,4.12,negative,2.04,negative,4.06,3.96,
15,12,19,11747486,7.04,positive,3.01,negative,6.08,7,
15,13,15,12600528,8.12,positive,4.03,negative,9,7.05,
15,14,4,13412921,8.04,positive,3.96,negative,6.04,8.04,
15,15,17,14208646,8.1,positive,2.96,negative,7.04,8.12,
15,16,16,14998710,4.17,negative,2.95,negative,4.03,6.06,
15,17,6,15827260,9,positive,5.13,positive,8.01,8.95,
15,18,23,16631819,3.05,negative,4.12,negative,2.88,4.03,
15,19,10,17435873,4.99,negative,5.04,positive,7.06,5.95,
15,20,2,18249600,5.04,positive,4.06,negative,5.03,6.09,
15,21,33,20651447,3.01,negative,4.01,negative,4.13,1,
15,22,20,21513486,7.97,positive,5.06,positive,7.06,9,
15,23,37,22313546,3.04,negative,5.04,positive,1.9,1,
15,24,39,23170920,4,negative,5.03,positive,2.01,1,
15,25,35,23998971,5.05,positive,6.91,positive,5.03,2.1,
15,26,24,24808028,1.92,negative,6.05,positive,2.92,8.01,
15,27,9,25614420,9,positive,5.06,positive,6.99,8.03,
15,28,13,26388994,7.06,positive,4.04,negative,6,8.05,
15,29,31,27184717,2.99,negative,4.01,negative,3.03,2.95,
15,30,12,27989276,7.08,positive,2.99,negative,6.06,6.13,
15,31,18,28798500,7.04,positive,4.05,negative,6.96,7.05,
15,32,25,29579067,2.96,negative,5.04,positive,2.95,8,
15,33,21,30385458,3.09,negative,3.14,negative,3.13,4.1,
15,34,3,31173854,8.04,positive,5,negative,7.06,9,
15,35,5,31972250,9,positive,7.15,positive,9,9,
15,36,14,32774477,8.15,positive,3.95,negative,7.03,9,
15,37,8,33574870,9,positive,5.04,positive,9,7.05,
15,38,27,34355104,6,positive,4.14,negative,5.17,8.06,
15,39,34,35179322,3.01,negative,7.13,positive,2.97,1,
15,40,32,36012705,3.97,negative,6.05,positive,3.1,1,
16,1,14,2151428,3.64,negative,6.28,positive,2.83,6.96,2
16,2,32,3062284,5.01,positive,8.12,positive,4.96,2.86,5
16,3,5,3903655,5.51,positive,7.9,positive,9,8.14,5
16,4,6,4764870,4.99,negative,3.63,negative,5.05,2.78,1
16,5,37,5606583,6.09,positive,5.5,positive,6.44,5.83,1
16,6,9,6514440,4.18,negative,4.24,negative,4.55,2.96,4
16,7,21,7334660,4.42,negative,2,negative,6.22,2.62,1
16,8,23,8285836,3.9,negative,3.83,negative,2.77,3.54,1
16,9,20,9116719,3.82,negative,5.87,positive,7.63,1.87,1
16,10,4,9948935,7.09,positive,5.67,positive,2.53,5.65,4
16,11,39,10910441,6.13,positive,5.97,positive,8.49,6,1
16,12,10,11769481,5.14,positive,7.5,positive,9,7.01,3
16,13,15,12604863,2.67,negative,5.53,positive,1,6.05,1
16,14,40,13492560,3.74,negative,3.77,negative,4.05,6.19,1
16,15,35,14317445,1,negative,3.71,negative,4.22,1.82,1
16,16,22,15167489,6.79,positive,1,negative,5.03,4.36,1
16,17,3,16018532,6.74,positive,5.83,positive,6.37,6.83,5
16,18,31,16836919,3.88,negative,5.79,positive,5.04,6.19,1
16,19,17,17747442,1.21,negative,8.47,positive,1.19,9,5
16,20,27,18559998,2.59,negative,5.49,positive,2.88,1.83,1
16,21,25,20677443,2.47,negative,3.45,negative,2.4,2.13,1
16,22,24,21475171,2.51,negative,5.38,positive,1.53,5.99,3
16,23,36,22326880,5.05,positive,3.83,negative,6.17,5.88,1
16,24,8,23118444,3.51,negative,2.88,negative,7.14,1.5,3
16,25,29,23956491,3.23,negative,2.79,negative,3.09,2.62,1
16,26,18,24736392,6.56,positive,5.72,positive,5.22,7.37,3
16,27,2,25545116,6.45,positive,5.03,positive,5.04,5.54,3
16,28,26,26367836,1.82,negative,6.21,positive,3.36,7.56,1
16,29,16,27452632,4.97,negative,1,negative,5.05,2.76,1
16,30,34,28240530,1,negative,7.53,positive,1,1,1
16,31,11,29064749,7.27,positive,4.27,negative,5.04,3.15,1
16,32,30,29879805,6.1,positive,3.68,negative,3.88,6.05,2
16,33,33,30765599,1,negative,3.92,negative,4.96,1,1
16,34,7,31563564,6.83,positive,2.87,negative,6.17,7.14,2
16,35,13,32396780,3.88,negative,2.14,negative,1.42,2.54,2
16,36,28,33217634,2.85,negative,3.38,negative,3.44,6.69,1
16,37,12,33988737,5.97,positive,3.9,negative,4.1,6.01,1
16,38,19,34826115,2.86,negative,2.94,negative,3.9,2.4,3
16,39,38,35653336,4.27,negative,6.26,positive,7.94,6.53,1
16,40,1,36590013,2.51,negative,5.65,positive,2.9,1.97,1
17,1,8,2255559,6.05,positive,4.99,negative,5,6.03,5
17,2,10,3147425,6.09,positive,7.05,positive,5.54,6.06,3
17,3,39,4004463,7.1,positive,7.03,positive,5.95,4.01,1
17,4,1,4807022,4.05,negative,5.96,positive,5.01,5.04,2
17,5,25,5628408,6.18,positive,4,negative,5.04,6.47,1
17,6,17,6433300,4.12,negative,2.5,negative,5.04,3.83,4
17,7,34,7192708,4.99,negative,6.38,positive,4.82,2.88,2
17,8,2,7997765,7.26,positive,7.03,positive,5.28,7.31,4
17,9,40,8798160,5.04,positive,6.03,positive,5.05,5.72,1
17,10,6,9579394,6.9,positive,5.95,positive,5.37,7.14,2
17,11,23,10353296,3.62,negative,2.95,negative,5.04,2.92,1
17,12,9,11108372,6.04,positive,6.13,positive,5.1,6.24,5
17,13,15,11897429,5.96,positive,4.06,negative,5.04,5.99,1
17,14,26,12700662,3.73,negative,2.77,negative,5.81,3.73,1
17,15,19,13490559,7.27,positive,6.03,positive,5.04,6.1,4
17,16,29,14265295,5.54,positive,5,negative,5.47,5.9,4
17,17,31,15059521,4.54,negative,5.69,positive,4.23,5.63,1
17,18,16,15896405,5.92,positive,3.62,negative,5.6,6.28,1
17,19,27,16692466,3.96,negative,3.29,negative,5.04,2.62,2
17,20,24,17529014,4.53,negative,4.27,negative,4.5,6.06,3
17,21,33,19411872,3.83,negative,5.74,positive,5.55,2.86,1
17,22,28,20175778,5.64,positive,3.78,negative,5.77,6.04,2
17,23,32,21007328,4.04,negative,5.86,positive,5.08,3.94,2
17,24,13,21787728,4.54,negative,5.51,positive,5.08,6.47,2
17,25,7,22588788,7.08,positive,6.6,positive,5.87,8.13,5
17,26,30,23381684,3.04,negative,5.81,positive,4.59,6.08,5
17,27,4,24276712,6.35,positive,5.56,positive,5.74,4.04,2
17,28,36,25049282,3.37,negative,6.12,positive,5.31,2.15,1
17,29,18,25824351,6.22,positive,3.83,negative,5.49,7.69,4
17,30,35,26593422,4.17,negative,5.74,positive,5.46,2.35,1
17,31,20,27359161,7.03,positive,3.88,negative,5.87,6.27,2
17,32,3,28187215,6.46,positive,5.78,positive,5.04,6.04,3
17,33,12,28978775,5.96,positive,3.68,negative,5.59,4.96,1
17,34,21,29759175,4,negative,4.09,negative,5.24,4.21,1
17,35,14,30518585,6.58,positive,5.85,positive,5.59,7.32,3
17,36,5,31310813,7.05,positive,8.15,positive,6.12,7.35,3
17,37,11,32108041,6.03,positive,5.67,positive,5.86,6.1,1
17,38,37,32864616,3.46,negative,7.03,positive,5.86,1,1
17,39,22,33636353,3.19,negative,3.82,negative,5.72,5.69,2
17,40,38,34406590,3.6,negative,6.23,positive,5.81,2.4,1
18,1,25,2035968,4.23,negative,5.6,positive,5.73,3.69,1
18,2,10,2999639,6.09,positive,7.29,positive,7.31,7.73,5
18,3,16,3916659,4.38,negative,4.03,negative,5.73,3.67,1
18,4,3,4824849,6.36,positive,6.72,positive,6.08,6.32,5
18,5,14,5709214,6.62,positive,3.94,negative,6.14,6.09,1
18,6,9,6572253,6.55,positive,6.03,positive,5.94,6.56,5
18,7,11,7410800,6.24,positive,6.6,positive,6.03,5.47,1
18,8,39,8221524,4.06,negative,4.58,negative,5.64,3.99,1
18,9,13,9083396,7.33,positive,4.09,negative,4.86,6.15,1
18,10,37,9948268,4,negative,6.24,positive,6.37,4.05,1
18,11,5,10787815,6.13,positive,7.72,positive,7.54,7.59,5
18,12,33,11622696,4.56,negative,4.15,negative,6.21,3.13,1
18,13,12,12473739,5.55,positive,4.63,negative,5.04,4.13,1
18,14,7,13259638,7.33,positive,6.94,positive,6.88,6.28,4
18,15,26,14117012,5.44,positive,3.08,negative,5.58,4.05,1
18,16,15,14941897,6.04,positive,5.35,positive,5.5,4.77,1
18,17,4,15795273,6.65,positive,7.97,positive,6.73,6.78,4
18,18,19,16669474,7.04,positive,6.83,positive,6.05,7.29,4
18,19,27,17508188,5.94,positive,5.24,positive,5.9,5.36,3
18,20,31,18325076,4.44,negative,6.05,positive,6.97,6.4,1
18,21,2,20133292,6.87,positive,6.09,positive,6.36,5.67,3
18,22,1,20922186,6.33,positive,6.74,positive,5.74,6.26,4
18,23,17,21747575,7.74,positive,5.77,positive,7.03,8.51,5
18,24,36,22652766,5.24,positive,6.99,positive,7.08,6.05,1
18,25,6,23510473,6.51,positive,6.04,positive,5.33,6.05,4
18,26,24,24318531,3.22,negative,6.21,positive,2.81,6.35,2
18,27,18,25189234,7.05,positive,3.08,negative,5.97,6.64,4
18,28,22,26060937,5.69,positive,3.97,negative,5.03,4.12,1
18,29,29,26849834,4.9,negative,4.22,negative,4.29,3.92,2
18,30,21,27718871,3.92,negative,4.33,negative,4.4,4.29,1
18,31,8,28572913,5,negative,5.49,positive,5.97,4.59,3
18,32,32,29428419,4.62,negative,6.73,positive,6.32,5.91,2
18,33,35,30259504,5.12,positive,7.06,positive,6.81,6.03,1
18,34,28,31079391,5.95,positive,4.38,negative,5.41,5.94,1
18,35,40,31911607,5,negative,6.06,positive,6.09,4.99,1
18,36,34,32728664,4.15,negative,3.26,negative,6.28,3.22,2
18,37,30,33524224,2.96,negative,5.51,positive,3.78,4.46,2
18,38,38,34356607,4.51,negative,4.04,negative,5.01,3.01,1
18,39,20,35169829,6.24,positive,5.71,positive,5.77,5.99,2
18,40,23,35989383,3.71,negative,4.31,negative,4.99,4.31,1
19,1,38,4674068,1.62,negative,7.58,positive,5.81,1,1
19,2,20,5593087,6.13,positive,6.01,positive,4.95,3.29,2
19,3,16,6427136,3.24,negative,1.95,negative,2.6,5.5,1
19,4,17,7319498,7.38,positive,3.54,negative,3.29,8.77,5
19,5,22,8288668,5.04,positive,4.87,negative,5.04,5.26,1
19,6,3,9168034,6.82,positive,7.04,positive,6.03,7.31,5
19,7,37,9962430,3.15,negative,5.53,positive,5.92,1,1
19,8,11,10790481,5.83,positive,5.63,positive,5.91,6.19,1
19,9,10,11589875,5.01,positive,7.67,positive,6.78,8.01,5
19,10,14,12534886,6.76,positive,3.01,negative,2.05,6.13,3
19,11,36,13371933,3.71,negative,5.95,positive,5.54,2.96,1
19,12,6,14234972,7.73,positive,6.9,positive,5.97,7.71,5
19,13,23,15039531,3.77,negative,3.74,negative,2.12,4.51,2
19,14,21,15913066,2.19,negative,3.28,negative,3.08,6.13,1
19,15,32,16794766,4.96,negative,7.71,positive,6.99,6.74,5
19,16,28,17657471,6.21,positive,2.08,negative,2.88,6.96,4
19,17,29,18478191,2.82,negative,5.44,positive,4.09,3.74,2
19,18,5,19335898,7.79,positive,8.62,positive,7.96,9,5
19,19,4,20123792,5.77,positive,5.53,positive,4.05,5.74,5
19,20,34,20977172,4.17,negative,6.53,positive,5.82,4.88,1
19,21,30,23432834,2.85,negative,2.26,negative,3.76,6.58,4
19,22,39,24293373,5.04,positive,5.05,positive,5.04,1,1
19,23,26,25169574,4.95,negative,3.53,negative,2.41,5.41,1
19,24,9,26048275,7.09,positive,5.67,positive,5.03,6.87,5
19,25,35,26897818,3.21,negative,6.03,positive,6.4,1,1
19,26,31,27753859,5.03,positive,5.88,positive,4.58,2.74,1
19,27,1,28639224,7.44,positive,6.45,positive,5.91,6.95,5
19,28,40,29449781,4.24,negative,6.33,positive,6.06,1.83,1
19,29,24,30237512,3.23,negative,4.01,negative,5.83,5.41,4
19,30,25,31101717,2.19,negative,3.81,negative,3.29,7.54,5
19,31,18,32012906,7.77,positive,6.35,positive,5.03,7.53,4
19,32,13,32849287,7.53,positive,6.49,positive,5.05,7.56,4
19,33,15,33650347,5.68,positive,2.73,negative,2.56,6.42,1
19,34,2,34536212,6.46,positive,6.81,positive,5.83,6.29,3
19,35,12,35343270,6.26,positive,5.67,positive,3.53,6.21,1
19,36,27,36200477,4.97,negative,2.97,negative,5.04,3.51,1
19,37,19,37044689,7.65,positive,7.05,positive,6.19,7.96,5
19,38,7,37843749,6.64,positive,6.59,positive,5,6.83,5
19,39,33,38673966,3.4,negative,7.13,positive,6.24,1.44,1
19,40,8,39463863,7.44,positive,6.67,positive,6.53,6.94,5
20,1,15,3683405,6.35,positive,5.26,positive,4.68,6.29,1
20,2,18,4530450,7.35,positive,6.36,positive,3.69,7.22,5
20,3,9,5340507,8.22,positive,7.31,positive,5.04,8.1,5
20,4,1,6147231,5.76,positive,4.78,negative,3.78,5.31,4
20,5,10,6971117,5.13,positive,6.81,positive,4.08,8.06,5
20,6,26,7862979,4.31,negative,3.24,negative,2.26,5.04,1
20,7,16,8655375,5.03,positive,3,negative,2.63,3.71,1
20,8,25,9495755,2.99,negative,5.04,positive,5.04,5.04,1
20,9,36,10347631,4.29,negative,7.49,positive,3.35,5.44,1
20,10,21,11135034,4.97,negative,4.92,negative,5.04,3.03,1
20,11,39,12025057,4.67,negative,6.13,positive,3.71,3.47,1
20,12,17,12852448,5.04,positive,4.99,negative,5.04,6.68,4
20,13,4,13628845,7.05,positive,5.92,positive,5.46,6.91,5
20,14,31,14433570,4.46,negative,6.28,positive,2.73,4.46,1
20,15,20,15304107,6.65,positive,5.31,positive,5.32,5.96,4
20,16,5,16164146,8.82,positive,8.06,positive,7.86,8.32,5
20,17,28,16959542,5.01,positive,3.26,negative,5.04,5.88,1
20,18,40,17755936,4.94,negative,2.83,negative,4.51,2.28,1
20,19,37,18553664,3.01,negative,5.28,positive,3.99,2.47,1
20,20,33,19496009,4.64,negative,6.01,positive,5.04,4.08,1
20,21,2,20668443,6.77,positive,5.04,positive,3.1,6.81,2
20,22,29,21458007,2.44,negative,5.47,positive,2.17,7.19,4
20,23,19,22268397,7.59,positive,5.62,positive,6.06,7.63,5
20,24,24,23061126,3,negative,5.01,positive,2.94,5.54,5
20,25,32,23934328,6.28,positive,5.71,positive,4.23,5.55,2
20,26,23,24793868,2.82,negative,6.31,positive,2.38,7.81,2
20,27,13,25629297,7.91,positive,5.04,positive,7.37,7.72,3
20,28,22,26400986,4.06,negative,5.36,positive,3.78,5.95,3
20,29,35,27247191,4.35,negative,7.45,positive,5.04,3.18,1
20,30,30,28030264,3.49,negative,6.54,positive,2.04,6.29,3
20,31,7,28826650,5.27,positive,7.01,positive,5.04,6.24,4
20,32,38,29648045,3.38,negative,5.94,positive,4.49,2.97,1
20,33,3,30441941,7.18,positive,4.23,negative,5.69,7.37,5
20,34,34,31263327,4.74,negative,7.08,positive,4.59,2.62,1
20,35,6,32072884,7.62,positive,5.74,positive,3.18,7.79,3
20,36,12,32879442,7.64,positive,5.46,positive,6.44,6.36,1
20,37,8,33753810,7.63,positive,5.92,positive,7.85,7.68,5
20,38,14,34562534,6.4,positive,5.6,positive,4.67,5.81,4
20,39,11,35356596,8.18,positive,6.41,positive,7.1,7.37,1
20,40,27,36158823,5.03,positive,3.91,negative,4.95,3.96,2
21,1,3,6016775,4.83,negative,3.35,negative,4.96,2.73,4
21,2,19,6837995,7.26,positive,6.29,positive,7.72,6.78,5
21,3,1,7622394,6.42,positive,4.21,negative,6.13,3.55,3
21,4,36,8406460,6.88,positive,7.21,positive,8.26,6.49,2
21,5,13,9208853,4.27,negative,6.17,positive,4.83,4.71,4
21,6,32,10009579,6.27,positive,7.01,positive,8.79,6.99,5
21,7,39,10791813,6.09,positive,6.77,positive,7.29,3.18,1
21,8,29,11589707,3.01,negative,6.41,positive,6.06,5.88,2
21,9,12,12388266,4.63,negative,4.06,negative,3.08,6.13,1
21,10,17,13173000,5.53,positive,4.01,negative,5.03,2.91,2
21,11,22,13979724,2.09,negative,6.03,positive,4.03,2.58,4
21,12,35,14767785,4.92,negative,2.91,negative,5.94,1,2
21,13,33,15582677,7.03,positive,7.04,positive,9,6.56,2
21,14,2,16375907,7.05,positive,6.04,positive,4.06,6.03,3
21,15,15,17156140,6.92,positive,5.99,positive,6,6.1,3
21,16,21,17942872,4.08,negative,2.91,negative,2.95,2.24,1
21,17,14,18728604,8.1,positive,7.1,positive,6.87,6.94,5
21,18,23,19515502,4.69,negative,6.04,positive,4.01,5.99,4
21,19,38,20304732,3.03,negative,6,positive,7.03,1.15,1
21,20,7,21115456,7.05,positive,6.58,positive,7.17,6.54,5
21,21,16,24086608,5.99,positive,7.1,positive,7.09,7.01,2
21,22,8,24873506,8.81,positive,7.1,positive,7.13,7.94,2
21,23,6,25695059,7.92,positive,7.05,positive,6.14,6.86,5
21,24,34,26485959,4.06,negative,2.91,negative,2.92,2.04,1
21,25,10,27292514,7.05,positive,6.88,positive,8.09,6.49,4
21,26,40,28090742,3.99,negative,5.77,positive,6.96,1.94,1
21,27,4,28906630,5.05,positive,6.01,positive,5,3.03,3
21,28,30,29695361,3.45,negative,6.56,positive,3.95,5.63,5
21,29,27,30508417,4.01,negative,6.08,positive,3.09,5.99,4
21,30,24,31292483,2.99,negative,6.01,positive,2.97,5.55,3
21,31,5,32084546,8.09,positive,7.15,positive,8.55,7.01,5
21,32,37,32874609,3.04,negative,6.08,positive,1.97,1.94,2
21,33,9,33683666,8.56,positive,7,positive,8.6,8.03,5
21,34,18,34466233,7.99,positive,8.23,positive,8.05,7.51,5
21,35,31,35263466,5.04,positive,5.01,positive,7.49,6.01,2
21,36,28,36058189,3.04,negative,5.96,positive,4.06,6.03,4
